feature	ham_probability	spam_probability
sorenson	1.4706740800707372e-05	2.9770685342016053e-07
sorrow	2.262575507801134e-07	7.144964482083853e-06
sorry	0.00013190815210480612	7.889231615634254e-05
sort	4.796660076538404e-05	1.8755531765470114e-05
sorted	1.1539135089785784e-05	5.358723361562889e-06
sorting	5.656438769502835e-06	2.3816548273612843e-06
sorts	6.787726523403402e-06	6.2518439218233715e-06
sought	2.7377163644393723e-05	8.335791895764495e-06
soul	1.8100604062409072e-06	3.810647723778055e-05
sound	3.258108731233633e-05	5.150328564168777e-05
sounded	4.977666117162495e-06	1.4885342671008026e-06
sounds	3.936881383573973e-05	2.4709668833873326e-05
soup	2.9413481601414743e-06	3.5724822410419264e-06
sour	3.6201208124818143e-06	8.931205602604816e-06
source	9.864829214012945e-05	0.00022298243321170022
sourced	2.9413481601414743e-06	2.6793616807814447e-06
sources	0.00013394447006182713	0.00020095212605860836
sourcing	1.5159255902267599e-05	8.633498749184656e-06
soured	7.692756726523855e-06	5.954137068403211e-07
sousa	8.824044480424424e-06	5.95413706840321e-06
south	0.00011245000273771637	0.00022268472635828007
southeast	1.199165019134601e-05	5.061016508142729e-06
southeastern	3.6201208124818143e-06	1.1908274136806421e-06
southern	9.412314112452718e-05	3.602252926383942e-05
southwest	7.738008236679879e-05	3.5724822410419264e-06
southwestern	3.6201208124818143e-06	1.5183049524428187e-05
souza	7.466499175743743e-06	8.931205602604816e-07
sovereign	5.882696320282949e-06	2.977068534201605e-06
sp	4.6609055460703366e-05	0.000153914443218223
spa	8.824044480424424e-06	6.549550775243532e-06
space	9.887454969090956e-05	6.281614607165387e-05
spaces	7.919014277303969e-06	4.465602801302408e-06
spadea	2.262575507801134e-07	8.335791895764495e-06
spain	1.5611771003827826e-05	5.626659529641034e-05
spam	1.1312877539005671e-06	0.00022744803601300263
spamassassin	2.262575507801134e-07	4.316749374592328e-05
span	3.846378363261928e-06	1.13128604299661e-05
spanish	7.919014277303969e-06	4.2274373185662794e-05
spanning	2.2625755078011343e-06	2.6793616807814447e-06
spare	6.108953871063062e-06	6.847257628663692e-06
spark	1.1539135089785784e-05	9.824326162865297e-06
sparked	9.502817132764764e-06	2.9770685342016053e-07
sparks	4.072635914042041e-06	1.4885342671008026e-06
spate	3.393863261701701e-06	1.4885342671008026e-06
spe	6.787726523403402e-07	9.526619309445136e-05
speak	9.910080724168967e-05	4.0785838918561995e-05
speaker	8.10002031792806e-05	5.95413706840321e-06
speakers	4.208390444510109e-05	1.667158379152899e-05
speaking	4.253641954666132e-05	2.0244066032570916e-05
speaks	4.298893464822154e-06	8.335791895764495e-06
spears	2.4888330585812476e-06	4.167895947882248e-06
spec	1.5611771003827826e-05	1.0122033016285458e-05
specia	2.262575507801134e-07	2.203030715309188e-05
speciaiized	2.262575507801134e-07	4.167895947882248e-06
speciaiizes	2.262575507801134e-07	5.95413706840321e-06
speciaily	2.262575507801134e-07	1.3694515257327385e-05
speciaity	2.262575507801134e-07	8.633498749184656e-06
special	0.0001685618753311845	0.0004909186012898448
specialist	3.891629873417951e-05	2.351884142019268e-05
specialists	6.787726523403402e-06	1.607617008468867e-05
specialiy	2.262575507801134e-07	1.0419739869705618e-05
specialization	9.050302031204536e-07	4.7633096547225685e-06
specialize	1.1312877539005671e-06	1.4885342671008026e-05
specialized	1.063410488666533e-05	1.5183049524428187e-05
specializes	5.656438769502835e-06	1.7862411205209632e-05
specializing	3.6201208124818143e-06	8.038085042344335e-06
specially	1.1312877539005671e-06	6.93656968468974e-05
specials	5.882696320282949e-06	8.75258149055272e-05
specialty	4.072635914042041e-06	2.5305082540713646e-05
specific	0.0001586065430968595	0.00010389969184363603
specifica	2.262575507801134e-07	7.442671335504013e-06
specificaily	2.262575507801134e-07	7.144964482083853e-06
specificaliy	2.262575507801134e-07	6.2518439218233715e-06
specifically	5.3170524433326654e-05	3.24500470227975e-05
specification	7.466499175743743e-06	4.7633096547225685e-06
specifications	7.013984074183515e-06	1.0419739869705618e-05
specifics	1.0407847335885217e-05	1.7862411205209632e-06
specified	2.918722405063463e-05	7.740378188924174e-06
specify	1.4706740800707372e-05	3.5724822410419264e-06
speckels	9.27655958198465e-06	2.9770685342016053e-07
specks	2.262575507801134e-07	8.335791895764495e-06
specs	5.656438769502835e-06	2.9770685342016053e-07
spectacular	4.977666117162495e-06	7.442671335504013e-06
spectrum	5.882696320282949e-06	8.335791895764495e-06
specuiative	2.262575507801134e-07	6.251843921823371e-05
speculate	4.751408566382382e-06	2.6793616807814447e-06
speculated	3.846378363261928e-06	8.931205602604816e-07
speculation	2.7150906093613608e-05	2.6793616807814447e-06
speculative	1.0181589785105104e-05	0.00016105940770030685
speech	1.787434651162896e-05	8.038085042344335e-06
speed	6.674597748013345e-05	8.841893546578768e-05
speeding	2.4888330585812476e-06	8.038085042344335e-06
speeds	2.715090609361361e-06	1.726699749836931e-05
speedy	3.393863261701701e-06	1.548075637784835e-05
spell	6.787726523403402e-06	9.228912456024977e-06
spelled	2.715090609361361e-06	1.3396808403907224e-05
spelling	4.072635914042041e-06	1.4885342671008026e-06
spence	4.072635914042041e-06	1.4885342671008026e-06
spencer	1.2444165292906237e-05	3.274775387621766e-06
spend	5.7469417898148806e-05	7.264047223451917e-05
spending	3.914255628495962e-05	3.810647723778055e-05
spends	1.3575453046806805e-06	2.6793616807814447e-06
spent	5.837444810126926e-05	6.698404201953612e-05
sperm	2.262575507801134e-07	4.763309654722568e-05
sphere	9.050302031204536e-07	3.870189094462087e-06
spice	9.050302031204536e-07	8.931205602604816e-06
spike	6.787726523403402e-06	9.526619309445137e-06
spikes	2.2852012628791453e-05	2.6793616807814447e-06
spill	4.977666117162495e-06	1.4885342671008026e-06
spiller	3.6201208124818143e-06	2.9770685342016053e-07
spin	9.27655958198465e-06	1.2503687843646743e-05
spinnaker	1.4706740800707372e-05	1.4885342671008026e-06
spiral	4.751408566382382e-06	1.7862411205209632e-06
spirit	1.063410488666533e-05	2.203030715309188e-05
spirits	4.525151015602268e-07	1.13128604299661e-05
spiritual	9.050302031204536e-07	6.847257628663692e-06
spit	9.050302031204536e-07	5.358723361562889e-06
spite	5.430181218722722e-06	5.95413706840321e-06
spl	1.538551345304771e-05	8.633498749184656e-06
splash	7.919014277303969e-06	2.6793616807814447e-06
split	5.656438769502835e-05	2.351884142019268e-05
splits	1.3575453046806805e-06	3.870189094462087e-06
splitting	4.298893464822154e-06	5.954137068403211e-07
spoil	2.262575507801134e-07	4.7633096547225685e-06
spoke	0.00010747233662055386	1.3992222110747545e-05
spoken	3.506992037091758e-05	6.549550775243532e-06
spokesman	0.00012715674353842374	1.13128604299661e-05
spokesmen	3.846378363261928e-06	1.4885342671008026e-06
spokesperson	9.95533223432499e-06	1.4885342671008026e-06
spokeswoman	6.900855298793459e-05	8.931205602604816e-07
sponsor	2.1720724874890888e-05	2.5900496247553967e-05
sponsored	1.7421831410068733e-05	7.651066132898125e-05
sponsoring	5.656438769502835e-06	2.977068534201605e-06
sponsors	1.7648088960848848e-05	1.607617008468867e-05
sponsorship	1.0860362437445444e-05	1.607617008468867e-05
spontaneous	9.050302031204536e-07	4.465602801302408e-06
sport	1.8100604062409072e-06	2.5602789394133807e-05
sporting	7.240241624963629e-06	7.442671335504013e-06
sports	1.6969316308508506e-05	0.00011223548373940052
spot	0.00015408139208125722	2.828215107491525e-05
spotlight	4.298893464822154e-06	6.847257628663692e-06
spots	6.335211421843175e-06	1.667158379152899e-05
spouse	3.846378363261928e-06	1.607617008468867e-05
spouses	2.4888330585812476e-06	1.7862411205209632e-06
spouting	2.262575507801134e-07	4.7633096547225685e-06
spp	6.787726523403402e-06	2.9770685342016053e-07
spradlin	8.145271828084082e-06	2.9770685342016053e-07
spradling	6.335211421843175e-06	2.9770685342016053e-07
sprang	4.525151015602268e-07	1.0122033016285458e-05
spray	9.050302031204536e-07	1.637387693810883e-05
spread	8.348903623786185e-05	2.0839479739411237e-05
spreading	4.072635914042041e-06	2.977068534201605e-06
spreads	2.7377163644393723e-05	4.465602801302408e-06
spreadsheet	0.00013575453046806805	8.335791895764495e-06
spreadsheets	1.85531191639693e-05	1.4885342671008026e-06
spring	6.267334156609141e-05	2.798444422149509e-05
springboard	6.787726523403402e-07	3.5724822410419264e-06
springfield	4.525151015602268e-07	4.465602801302408e-06
springs	7.466499175743743e-06	6.847257628663692e-06
sprinkle	1.5838028554607938e-06	3.274775387621766e-06
sprint	3.1676057109215877e-06	7.144964482083853e-06
sprl	2.262575507801134e-07	8.633498749184656e-06
spu	1.1312877539005671e-06	5.061016508142729e-06
spuer	2.262575507801134e-07	4.167895947882248e-06
spun	6.108953871063062e-06	3.870189094462087e-06
spur	4.5251510156022686e-06	8.395333266448527e-05
spy	9.050302031204536e-07	1.0419739869705618e-05
spyros	3.393863261701701e-06	2.9770685342016053e-07
spyware	6.787726523403402e-07	3.9595011504881354e-05
sq	2.715090609361361e-06	3.870189094462087e-06
sql	1.6290543656168164e-05	2.768673736807493e-05
sqnc	2.262575507801134e-07	2.232801400651204e-05
square	3.190231465999599e-05	3.364087443647814e-05
squared	4.5251510156022686e-06	2.9770685342016053e-07
squeeze	8.597786929644309e-06	2.3816548273612843e-06
squirrelmail	2.262575507801134e-07	9.675472736155218e-05
sr	3.687998077715849e-05	2.322113456677252e-05
src	2.262575507801134e-07	8.960976287946833e-05
sri	3.6201208124818143e-06	1.0717446723125779e-05
srivastav	5.430181218722722e-06	2.9770685342016053e-07
srm	4.5251510156022686e-06	2.9770685342016053e-07
srrs	9.050302031204537e-06	2.9770685342016053e-07
srs	4.072635914042041e-06	2.9770685342016053e-07
ss	4.298893464822154e-06	3.810647723778055e-05
ssl	9.050302031204536e-07	6.2518439218233715e-06
ssmb	1.3122937945246577e-05	2.9770685342016053e-07
st	0.000175575859405368	0.0003390881060455628
sta	2.715090609361361e-06	8.038085042344335e-06
stab	3.1676057109215877e-06	1.4885342671008026e-06
stability	1.6290543656168164e-05	1.4587635817587866e-05
stabilize	1.063410488666533e-05	5.954137068403211e-07
stabilized	3.393863261701701e-06	2.3816548273612843e-06
stable	2.2399497527231226e-05	2.1137186592831397e-05
stacey	6.131579626141073e-05	3.870189094462087e-06
stack	3.8690041183399394e-05	2.083947973941124e-06
stacy	1.5159255902267599e-05	4.465602801302408e-06
stad	6.787726523403402e-07	4.465602801302408e-06
stadium	1.85531191639693e-05	3.870189094462087e-06
staff	0.000217433506299689	0.00011431943171334164
staffed	2.9413481601414743e-06	2.977068534201605e-06
staffing	2.8282193847514176e-05	3.870189094462087e-06
staffs	2.2625755078011343e-06	8.633498749184656e-06
stage	5.22654942302062e-05	4.912163081432649e-05
stages	9.95533223432499e-06	1.4289928964167706e-05
staggering	3.1676057109215877e-06	2.1434893446251557e-05
staid	3.393863261701701e-06	2.083947973941124e-06
stainless	4.525151015602268e-07	5.061016508142729e-06
stairs	2.262575507801134e-07	7.442671335504013e-06
stairway	2.262575507801134e-07	4.167895947882248e-06
stake	8.93717325581448e-05	5.001475137458697e-05
stakeholder	9.27655958198465e-06	2.9770685342016053e-07
stakeholders	7.240241624963629e-06	2.9770685342016053e-07
stakes	1.199165019134601e-05	2.887756478175557e-05
staley	7.692756726523855e-06	2.977068534201605e-06
stalled	7.013984074183515e-06	3.5724822410419264e-06
stamford	2.715090609361361e-06	1.7862411205209632e-06
stamina	4.525151015602268e-07	2.6495909954394288e-05
stamp	2.9413481601414743e-06	7.442671335504013e-06
stan	2.6245875890493155e-05	2.6793616807814447e-06
stance	7.240241624963629e-06	1.7862411205209632e-06
stand	4.9324146070064726e-05	0.00015034196097718107
standaione	2.262575507801134e-07	7.740378188924174e-06
standalone	2.2625755078011343e-06	8.335791895764495e-06
standard	0.00021019326467472534	0.00011670108654070293
standardization	4.298893464822154e-06	8.931205602604816e-07
standardize	3.393863261701701e-06	5.954137068403211e-07
standardized	7.692756726523855e-06	1.1908274136806421e-06
standards	7.602253706211811e-05	2.4709668833873326e-05
standby	2.9413481601414743e-06	1.7862411205209632e-06
standing	2.2399497527231226e-05	1.7862411205209632e-05
standpoint	9.050302031204537e-06	2.083947973941124e-06
stands	1.674305875772839e-05	2.5305082540713646e-05
standstill	2.715090609361361e-06	2.083947973941124e-06
stanford	0.00013688581822196861	4.7633096547225685e-06
stanley	4.434647995290223e-05	4.167895947882248e-06
star	5.294426688254654e-05	4.8228510254066e-05
stark	5.882696320282949e-06	2.6793616807814447e-06
stars	2.715090609361361e-06	3.7213356677520063e-05
start	0.0006832978033559425	0.00038493496147226755
started	8.326277868708174e-05	0.00010509051925731667
starting	8.25840060347414e-05	0.00011908274136806421
startinq	2.262575507801134e-07	5.95413706840321e-06
starts	3.077102690609542e-05	2.26257208599322e-05
startup	1.2217907742126124e-05	6.549550775243532e-06
stat	3.393863261701701e-06	8.335791895764495e-06
state	0.0005389454859582301	0.00030276786992830323
stated	7.353370400353685e-05	0.00011908274136806421
statement	0.00014457857494849246	0.00010211345072311506
statements	8.891921745658457e-05	0.0019068123961561282
states	0.0001470674080070737	0.0004194689564690062
statewide	4.298893464822154e-06	1.4885342671008026e-06
static	5.882696320282949e-06	3.5724822410419264e-06
stating	1.3122937945246577e-05	5.95413706840321e-06
station	5.90532207536096e-05	1.4885342671008026e-05
stationarity	1.1312877539005671e-06	2.977068534201605e-06
stationary	1.5838028554607938e-06	3.274775387621766e-06
stationer	2.262575507801134e-07	1.2503687843646743e-05
stationery	2.262575507801134e-07	0.0001214643961954255
stations	1.991066446864998e-05	1.13128604299661e-05
statistical	2.126820977333066e-05	1.4885342671008026e-06
statistics	2.2173239976451114e-05	1.2503687843646743e-05
statlonery	2.262575507801134e-07	1.161056728338626e-05
stats	3.6201208124818143e-06	1.0717446723125779e-05
stature	1.8100604062409072e-06	4.167895947882248e-06
status	0.00031630805599059856	9.615931365471185e-05
statute	2.715090609361361e-06	1.7862411205209632e-06
statutory	1.3575453046806805e-06	9.526619309445137e-06
stay	0.00011041368478069534	7.47244202084603e-05
stayed	8.145271828084082e-06	3.274775387621766e-06
staying	2.375704283191191e-05	1.5183049524428187e-05
stays	7.692756726523855e-06	1.0717446723125779e-05
stca	4.751408566382382e-06	2.9770685342016053e-07
ste	1.0860362437445444e-05	2.5900496247553967e-05
stead	2.262575507801134e-07	8.633498749184656e-06
steadily	9.27655958198465e-06	5.061016508142729e-06
steady	1.5159255902267599e-05	2.0244066032570916e-05
steal	3.6201208124818143e-06	1.161056728338626e-05
stealth	3.846378363261928e-06	5.358723361562889e-06
steam	8.371529378864195e-06	7.442671335504013e-06
stearns	4.298893464822154e-06	1.7862411205209632e-06
steel	3.891629873417951e-05	3.39385812898983e-05
steep	8.824044480424424e-06	2.977068534201605e-06
steer	3.6201208124818143e-06	2.977068534201605e-06
steering	6.787726523403402e-06	1.1908274136806421e-06
steffes	4.909788851928461e-05	2.9770685342016053e-07
steilmann	6.108953871063062e-06	2.9770685342016053e-07
stein	1.3575453046806804e-05	1.4885342671008026e-06
steinberg	3.6201208124818143e-06	2.977068534201605e-06
steiner	4.5251510156022686e-06	1.4885342671008026e-06
stella	2.2852012628791453e-05	2.6793616807814447e-06
stellar	2.4888330585812476e-06	4.465602801302408e-06
stem	1.199165019134601e-05	0.00010836529464493844
stemming	5.882696320282949e-06	1.1908274136806421e-06
stempel	4.072635914042041e-06	2.9770685342016053e-07
stems	1.8100604062409072e-06	2.6793616807814447e-06
stengel	7.013984074183515e-06	2.9770685342016053e-07
step	9.79695194877891e-05	0.00012086898248858518
stephan	6.335211421843175e-06	4.167895947882248e-06
stephanie	5.792193299970903e-05	3.274775387621766e-06
stephen	0.00012579919823374307	1.2503687843646743e-05
stephens	4.298893464822154e-06	1.1908274136806421e-06
stepped	7.919014277303969e-06	1.7862411205209632e-06
stepping	5.203923667942609e-06	1.4885342671008026e-06
steps	7.285493135119651e-05	5.001475137458697e-05
stereo	6.787726523403402e-07	5.95413706840321e-06
sterling	4.5251510156022686e-06	1.9350945472310434e-05
stern	8.597786929644309e-06	5.061016508142729e-06
steve	0.0003884842146894547	1.8457824912049953e-05
steven	0.00012263159252282147	1.0122033016285458e-05
stevens	1.85531191639693e-05	5.65643021498305e-06
stevenson	3.393863261701701e-06	1.7862411205209632e-06
stewart	3.3712375066236897e-05	5.061016508142729e-06
sti	4.525151015602268e-07	1.2205980990226581e-05
stick	1.267042284368635e-05	1.607617008468867e-05
sticker	2.0363179570210205e-06	1.190827413680642e-05
sticking	8.371529378864195e-06	1.1908274136806421e-06
sticks	2.2625755078011343e-06	2.977068534201605e-06
sticky	9.050302031204536e-07	3.870189094462087e-06
stiff	1.8100604062409072e-06	2.6793616807814447e-06
stiil	2.262575507801134e-07	6.847257628663692e-06
stil	2.262575507801134e-07	1.190827413680642e-05
still	0.0005375879406535495	0.00021762370985013734
stimuiate	2.262575507801134e-07	7.740378188924174e-06
stimulate	4.298893464822154e-06	1.161056728338626e-05
stimulates	9.050302031204536e-07	3.870189094462087e-06
stimulating	2.4888330585812476e-06	2.6793616807814447e-06
stimulation	9.050302031204536e-07	1.2503687843646743e-05
stimulator	2.262575507801134e-07	5.358723361562889e-06
stimulus	1.5159255902267599e-05	2.083947973941124e-06
stingy	2.4888330585812476e-06	1.4885342671008026e-06
stinks	3.1676057109215877e-06	3.870189094462087e-06
stinson	0.0002344028226081975	5.954137068403211e-07
